case_id,source,created_at,category,region,text
000022,서울시,20240709,재난안전,unknown,"제목 : 한가람로 풍납동까지 연결해 주세요. Q : 서울 송파구 풍납동 교통이 불편하여 한가람로 연결 재개를 요청합니다. A : 24년 말까지 교통수요 및 타당성 검토 후 추진 여부를 결정할 예정입니다."
